AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4,label,sampling_rate
4078.3543,4075.6037,4071.6779,4075.3196,4085.2576,4077.8212,4089.3245,4075.2029,4077.1233,4083.9205,4079.68,4072.3314,4075.1639,4069.7442,relax,
4069.9431,4077.8766,4065.4133,4078.8754,4081.0123,4080.2191,4088.3065,4086.7759,4080.6089,4084.0263,4070.2171,4068.8671,4078.6493,4074.2294,relax,
4073.2506,4072.1865,4078.3139,4075.5454,4073.2409,4082.0603,4080.8415,4088.508,4077.1519,4078.4658,4083.8785,4074.7961,4082.1723,4079.1465,relax,
4082.829,4092.3693,4090.8519,4086.1478,4084.8343,4094.4857,4087.0981,4096.9133,4093.5234,4085.8418,4079.1306,4086.0534,4089.955,4081.4706,relax,
4103.3399,4095.6956,4106.9152,4101.88,4109.5918,4101.2477,4106.6073,4104.5206,4101.858,4093.9162,4102.8389,4099.3263,4103.0847,4098.9727,relax,
4118.5212,4112.6934,4112.7942,4112.0468,4096.651,4110.909,4105.5721,4113.2417,4109.456,4115.1478,4108.259,4112.9428,4110.1794,4117.6895,relax,
4124.8356,4111.5827,4121.9276,4113.7735,4107.5937,4107.065,4110.8717,4106.9265,4112.3264,4110.8518,4115.5968,4114.0638,4116.8522,4126.0774,relax,
4121.6813,4120.8677,4117.6386,4121.5628,4107.1756,4116.3325,4113.8763,4104.4725,4113.9055,4110.5616,4119.3569,4121.6209,4122.4681,4116.7827,relax,
4107.076,4108.7484,4108.0226,4108.8985,4106.1946,4103.8853,4109.557,4107.9165,4109.3086,4104.2409,4109.3253,4118.2598,4107.3071,4112.4985,relax,
4106.3136,4102.7385,4111.0389,4100.9325,4104.0837,4099.0321,4099.0081,4099.8003,4105.5244,4101.5316,4107.8098,4105.2508,4102.042,4101.8874,relax,
4088.4335,4096.2619,4098.9848,4095.6849,4096.8742,4101.713,4096.1342,4096.618,4096.0325,4096.819,4090.1887,4091.0543,4091.6493,4098.5905,relax,
4083.5804,4086.6621,4091.0707,4084.7583,4084.612,4084.7907,4098.066,4090.6264,4087.758,4079.5374,4090.0972,4085.0723,4082.4874,4093.5827,relax,
4081.9195,4079.3999,4073.7851,4090.0222,4090.1777,4091.5392,4089.9935,4086.7327,4083.5669,4084.4136,4089.0976,4079.2298,4076.2156,4078.465,relax,
4069.0329,4081.4383,4068.7177,4072.798,4079.3802,4075.8738,4072.5063,4079.5774,4076.4076,4081.6764,4081.9295,4075.6064,4070.4683,4071.9291,relax,
4072.5983,4072.6299,4067.5518,4073.5181,4082.9788,4081.8586,4084.1345,4080.9377,4079.9412,4078.1818,4074.3914,4067.2153,4079.4438,4068.1556,relax,
4075.4089,4074.2803,4075.311,4071.1958,4086.2701,4084.0363,4081.0901,4087.3144,4082.6438,4080.3064,4072.9719,4074.5522,4080.9133,4075.7227,relax,
4083.8248,4088.955,4090.0089,4091.3788,4087.0861,4088.2014,4091.4464,4094.2871,4097.6749,4091.1776,4084.5867,4088.9882,4090.1142,4086.6802,relax,
4099.921,4100.2022,4105.6798,4105.7568,4099.2156,4097.832,4102.1205,4102.0361,4106.5335,4100.2433,4107.2314,4103.3465,4099.0558,4108.729,relax,
4119.7923,4117.6608,4118.8011,4115.265,4107.5324,4100.9293,4104.5872,4107.1475,4106.5215,4111.3785,4118.7828,4115.203,4111.2881,4123.0723,relax,
4121.2039,4118.7647,4111.0176,4109.7906,4116.2464,4113.008,4114.5681,4118.4999,4111.2239,4112.5741,4116.0959,4120.5539,4123.1477,4119.1163,relax,
4125.4196,4108.5935,4119.3379,4119.6277,4111.9411,4112.4046,4103.4338,4114.7063,4114.468,4107.9493,4106.9328,4113.4589,4114.0859,4111.1603,relax,
4112.6465,4111.809,4110.8126,4107.6167,4110.8356,4106.5868,4113.3162,4101.6583,4106.6044,4102.7781,4107.5638,4113.9772,4111.8172,4116.0284,relax,
4106.7167,4099.3322,4091.3985,4093.192,4108.6876,4095.6073,4104.138,4097.4099,4096.81,4103.2294,4105.3183,4105.7589,4100.0741,4106.1591,relax,
4094.7699,4101.8501,4095.9568,4098.3945,4089.2894,4101.8982,4101.5283,4091.6345,4100.2583,4091.5276,4095.5934,4092.8726,4088.6295,4093.547,relax,
4083.4749,4091.2499,4082.019,4085.4203,4085.3699,4092.8481,4091.6458,4093.9285,4087.2288,4090.1826,4091.621,4084.9621,4085.3034,4086.2327,relax,
4078.9266,4079.6217,4073.499,4078.7961,4079.5922,4096.3574,4087.0487,4079.3482,4083.0962,4079.2367,4090.2149,4081.0899,4077.4719,4082.0538,relax,
4075.0537,4071.0656,4068.8491,4070.9221,4078.7848,4080.734,4082.1564,4085.4417,4082.2797,4079.7071,4079.7121,4065.759,4073.6494,4066.1388,relax,
4072.5108,4077.3202,4070.0876,4067.52,4087.8624,4086.5873,4087.8385,4078.9608,4083.3208,4081.0882,4077.4032,4078.3582,4082.8476,4071.7179,relax,
4080.3147,4086.6135,4080.3811,4081.9385,4085.3361,4092.9066,4092.6174,4076.9105,4093.0507,4084.2867,4076.8325,4085.537,4082.8528,4079.2598,relax,
4092.9609,4099.1425,4096.1646,4090.6211,4086.7488,4090.6659,4092.4445,4092.4158,4098.8167,4089.4513,4092.5871,4099.1351,4089.6306,4094.902,relax,
4106.7082,4115.2229,4109.1259,4101.5461,4099.2808,4100.0277,4097.4652,4106.1227,4097.7307,4105.6737,4106.7381,4112.8584,4113.2126,4113.9342,relax,
4116.4639,4116.426,4112.6823,4122.8807,4110.4752,4115.8428,4111.6159,4106.2595,4106.6121,4109.9825,4112.6686,4116.3455,4121.6872,4124.0774,relax,
4129.2644,4112.3159,4115.4576,4115.18,4121.796,4121.0053,4107.608,4109.8695,4112.5854,4120.112,4119.478,4126.0945,4119.8729,4119.1638,relax,
4114.6242,4112.3725,4119.4579,4117.6863,4118.9858,4111.4805,4107.6295,4104.7824,4109.9651,4113.3692,4104.6232,4112.01,4109.8959,4126.0736,relax,
4113.2024,4106.505,4110.568,4112.6179,4103.1249,4105.8118,4102.8657,4104.6433,4105.4167,4107.3202,4104.7929,4105.2119,4109.304,4108.8306,relax,
4101.3039,4105.4565,4098.6751,4099.3609,4100.6436,4098.7992,4097.053,4094.9221,4093.6788,4098.1244,4104.6214,4108.903,4099.0251,4102.793,relax,
4094.8772,4094.7419,4089.056,4096.7394,4096.4642,4087.6311,4096.2938,4096.158,4090.3681,4090.08,4098.4202,4095.4255,4100.9428,4087.5555,relax,
4081.8172,4082.7073,4081.5325,4083.3419,4088.1301,4082.629,4086.8683,4087.2731,4093.0854,4087.871,4088.2715,4083.6743,4081.5987,4082.9599,relax,
4079.062,4082.4952,4081.9793,4088.9489,4091.1834,4083.6881,4084.8124,4085.975,4084.4943,4080.8185,4073.5425,4078.7596,4075.2348,4074.8147,relax,
4064.1295,4077.877,4066.6874,4083.1257,4075.9491,4082.6112,4082.2324,4078.3723,4077.7272,4082.0612,4073.6561,4076.0218,4073.0087,4067.7106,relax,
4072.2854,4077.207,4076.4638,4084.2466,4077.4823,4076.7709,4087.4752,4080.4346,4081.8086,4076.3977,4074.8861,4071.509,4075.8693,4073.2371,relax,
4079.1487,4080.1228,4085.7248,4078.0885,4085.54,4086.1522,4089.288,4093.21,4089.2372,4089.7441,4081.5704,4082.0125,4077.1207,4083.2555,relax,
4091.5266,4099.8956,4095.0332,4102.551,4093.8536,4095.0973,4090.3049,4100.036,4097.3262,4099.8981,4088.1062,4097.579,4102.3126,4102.7694,relax,
4107.144,4117.6221,4104.7467,4103.6922,4109.8098,4100.7188,4104.1394,4102.1012,4112.8945,4105.9715,4115.3237,4112.2579,4105.777,4118.8481,relax,
4120.9163,4119.5277,4120.077,4122.8616,4105.8114,4117.1983,4102.1109,4104.8518,4104.3889,4112.4933,4114.9437,4120.1044,4109.384,4116.9911,relax,
4124.0039,4121.9204,4114.1248,4115.3699,4115.1546,4115.6189,4098.0826,4111.4927,4108.1795,4104.3466,4122.3292,4118.6796,4121.1623,4125.0678,relax,
4116.5223,4111.8339,4111.9457,4115.0138,4109.4699,4108.9721,4103.8328,4099.7994,4113.0799,4106.855,4115.8759,4122.5186,4123.5068,4114.6487,relax,
4100.5751,4103.3266,4115.5272,4105.1073,4105.7515,4104.2125,4101.0957,4106.1389,4110.7376,4113.9517,4107.2595,4101.4559,4110.1357,4107.3408,relax,
4097.1009,4089.5635,4103.8787,4101.4639,4098.4218,4097.3821,4101.0128,4095.1593,4101.8675,4105.0235,4099.9095,4102.1979,4090.2011,4098.3026,relax,
4082.1499,4092.0144,4094.0387,4092.8096,4091.1675,4096.9889,4092.2606,4093.7798,4092.8957,4085.9333,4090.2814,4091.6661,4089.4393,4090.1561,relax,
4087.6162,4082.9812,4083.1106,4084.0736,4080.7412,4093.5517,4087.9681,4089.4988,4084.7311,4081.6354,4081.162,4089.3793,4087.9886,4076.5012,relax,
4071.1042,4078.7963,4081.8758,4076.2899,4077.6371,4081.3981,4083.718,4093.4417,4084.3652,4081.1998,4076.7676,4072.8777,4074.82,4074.0515,relax,
4072.7449,4066.4348,4073.3521,4076.2163,4077.7698,4082.0795,4084.7113,4075.9146,4080.792,4078.9682,4082.4657,4072.734,4076.9599,4066.0068,relax,
4076.1143,4080.4224,4077.9076,4074.3827,4086.1955,4077.1807,4085.6439,4085.2972,4081.4398,4078.7193,4077.5567,4073.1918,4084.0059,4078.3563,relax,
4090.8633,4085.4185,4084.8947,4087.4989,4091.2671,4090.3511,4085.1754,4088.8128,4092.5339,4099.423,4084.2014,4083.1798,4083.8246,4089.617,relax,
4100.1227,4097.7333,4099.1064,4098.9587,4099.2292,4100.2813,4100.7459,4101.5831,4104.025,4096.978,4098.0822,4097.4086,4100.1574,4102.4325,relax,
4115.7323,4111.1514,4108.4295,4105.8571,4103.2871,4103.58,4104.0934,4109.1382,4109.3543,4101.2845,4104.1558,4110.8524,4114.2563,4112.7481,relax,
4121.2055,4116.6842,4122.545,4117.545,4111.5102,4105.5684,4109.7602,4107.5989,4111.6745,4105.7846,4122.7198,4119.6503,4122.676,4123.9707,relax,
4124.2773,4116.0987,4116.4724,4110.5325,4114.8575,4112.2553,4111.3401,4105.2985,4110.7755,4107.428,4109.2084,4119.013,4112.1837,4134.8021,relax,
4116.88,4117.6095,4117.0141,4112.1333,4103.7713,4108.3306,4112.7087,4102.2608,4111.7551,4107.3414,4114.6795,4110.8159,4116.8397,4120.1212,relax,
4105.6454,4105.6047,4107.8256,4107.0217,4108.3175,4101.8912,4100.8799,4101.8169,4103.7688,4096.98,4106.8409,4110.3347,4105.8942,4108.0587,relax,
4095.9506,4098.9514,4097.1446,4098.0897,4094.4485,4099.163,4101.7452,4095.4908,4097.6752,4101.6734,4096.6751,4093.3791,4099.7451,4096.9518,relax,
4090.4624,4089.6435,4091.0829,4090.1105,4089.5513,4095.9289,4091.6877,4095.2439,4098.6153,4089.0586,4089.9086,4089.9621,4089.0765,4091.2809,relax,
4076.2088,4077.792,4079.7649,4084.362,4088.2226,4088.9766,4086.7172,4080.6976,4089.1362,4083.0892,4084.9018,4081.3376,4078.3027,4081.7091,relax,
4073.8112,4079.1253,4075.6045,4085.5972,4077.8191,4090.3685,4090.9241,4082.7881,4077.2108,4079.4481,4076.25,4077.0583,4078.1447,4075.4414,relax,
4062.8338,4065.2279,4072.7816,4080.5097,4079.9588,4087.7748,4077.9823,4082.7992,4085.1447,4079.9372,4080.691,4075.8386,4071.9389,4068.8385,relax,
4069.147,4077.4528,4084.0917,4072.4758,4081.8475,4087.4918,4086.0721,4077.8818,4082.779,4084.4791,4079.6621,4075.1464,4077.2652,4080.2352,relax,
4083.1777,4094.385,4085.1719,4088.7736,4089.5214,4093.8731,4096.5699,4090.6397,4083.1312,4088.3354,4082.4029,4079.4241,4086.1236,4085.4937,relax,
4101.634,4095.0667,4104.2364,4107.7892,4098.6072,4106.7153,4092.7401,4102.7206,4102.891,4100.2531,4101.6089,4102.5193,4097.6255,4096.7855,relax,
4119.4753,4115.3165,4115.8821,4110.4165,4104.9238,4104.102,4100.5556,4102.4103,4110.2154,4110.5075,4110.6138,4120.1532,4110.9097,4116.2272,relax,
4128.662,4125.8863,4125.4166,4122.2492,4108.8492,4110.2045,4106.8429,4115.2466,4106.0942,4110.7344,4114.1655,4116.4969,4115.1369,4128.4913,relax,
4123.3337,4117.9526,4113.4644,4113.2403,4112.4622,4109.5809,4108.1226,4106.4746,4111.8696,4112.0407,4118.1393,4122.1805,4119.9734,4119.0723,relax,
4113.6358,4100.5344,4109.7658,4113.3672,4107.1111,4101.7349,4100.3236,4103.6432,4103.8686,4103.9623,4114.0414,4118.0911,4112.9606,4109.3103,relax,
4111.2641,4109.4614,4103.7738,4105.885,4098.4093,4097.1679,4107.788,4102.9988,4101.3805,4102.7103,4103.497,4106.8296,4108.2717,4111.2874,relax,
4092.4673,4095.987,4096.2232,4090.0458,4102.763,4096.8223,4090.0537,4096.2906,4094.3513,4091.2213,4101.1702,4097.332,4097.3526,4101.1127,relax,
4093.5495,4088.6527,4084.6863,4087.1867,4092.3786,4089.3745,4092.6423,4096.3168,4096.4898,4087.0978,4088.0664,4093.0265,4086.0177,4087.1718,relax,
4080.3166,4085.9767,4078.2612,4085.2125,4084.783,4087.6175,4086.7792,4087.936,4080.9819,4081.4018,4078.0729,4079.7612,4081.221,4079.7483,relax,
4074.0707,4068.5424,4075.665,4074.7822,4074.546,4078.6786,4086.4252,4078.2474,4087.099,4075.7211,4075.823,4074.8093,4071.1167,4068.1676,relax,
4072.5317,4071.315,4068.8744,4075.161,4080.0501,4083.0219,4080.242,4086.6781,4079.3526,4073.2522,4071.5576,4073.3527,4073.5596,4061.2455,relax,
4071.1131,4079.4765,4079.6804,4074.6732,4084.9832,4083.6648,4085.9131,4085.8984,4085.5343,4083.7454,4083.5645,4078.2507,4083.1478,4076.4625,relax,
4088.3301,4080.3386,4093.3317,4093.1484,4085.4791,4083.7731,4092.5197,4088.8589,4091.1219,4097.6818,4090.6364,4091.2132,4092.0572,4091.203,relax,
4096.3972,4106.7009,4113.4168,4102.5422,4106.1194,4105.5094,4107.6391,4098.7671,4108.3778,4095.6404,4104.3646,4106.3329,4103.5247,4100.9868,relax,
4122.0877,4110.8223,4115.5897,4113.9876,4108.38,4108.297,4106.1459,4104.5399,4105.7419,4112.0511,4117.2843,4116.6986,4112.4325,4117.9583,relax,
4130.5133,4119.5969,4114.3193,4108.3728,4117.1325,4107.193,4109.0003,4106.8826,4110.9575,4118.5757,4119.3188,4119.3345,4116.1871,4115.2306,relax,
4120.2858,4116.283,4109.9629,4111.4161,4104.9643,4107.5949,4109.6571,4101.8803,4109.6964,4107.4909,4117.7194,4119.2563,4118.4709,4114.5547,relax,
4105.6201,4115.9295,4109.652,4103.5833,4103.559,4110.5462,4099.7407,4107.0439,4097.4324,4114.2646,4108.7633,4108.148,4105.849,4104.2247,relax,
4101.0728,4098.4289,4104.0133,4101.1237,4100.3821,4102.3257,4104.724,4096.9718,4095.4062,4101.9417,4097.972,4094.7542,4097.1256,4110.3685,relax,
4096.5073,4094.2447,4091.3358,4099.3732,4094.6446,4087.1663,4085.2629,4090.1922,4096.9283,4087.6973,4088.7003,4098.9343,4103.4241,4085.9651,relax,
4080.9158,4085.5043,4083.6804,4086.2598,4080.2504,4086.7673,4090.1869,4084.5201,4090.8339,4084.8215,4084.1837,4093.1811,4080.2472,4092.2945,relax,
4069.7479,4078.2703,4079.3028,4084.5063,4078.2939,4088.2895,4090.6456,4089.7035,4077.3763,4086.0624,4082.9001,4077.0036,4086.4474,4077.0966,relax,
4069.0902,4073.9459,4073.9541,4077.2198,4082.8314,4080.0822,4076.7914,4087.1558,4079.2594,4079.5301,4076.3439,4072.1982,4075.9935,4071.3946,relax,
4073.5537,4080.2169,4075.6034,4077.1925,4083.8847,4079.6317,4080.3731,4086.0842,4079.812,4076.6939,4073.7847,4074.6203,4069.0441,4073.152,relax,
4073.1716,4081.4749,4084.5253,4083.3266,4088.3355,4086.2784,4093.0707,4088.18,4088.1189,4081.8795,4080.3545,4079.5936,4078.6339,4073.4892,relax,
4086.4935,4101.7845,4092.1327,4093.5117,4098.4523,4095.2035,4098.1143,4091.8142,4092.4885,4093.5118,4092.4337,4086.8119,4097.0904,4090.7521,relax,
4108.201,4103.7793,4108.2934,4105.6689,4101.276,4109.7787,4104.0616,4100.1417,4102.8442,4104.1265,4111.2905,4112.9964,4108.5559,4099.0273,relax,
4114.5645,4117.8588,4111.1452,4115.8201,4103.7743,4115.6849,4107.2426,4106.9219,4104.4856,4107.5481,4105.7897,4117.6451,4115.6009,4121.2993,relax,
4121.0558,4122.315,4121.6688,4118.2388,4114.002,4109.2989,4109.0706,4109.5333,4112.7408,4105.4524,4122.4664,4116.0242,4121.2849,4122.6463,relax,
4114.5888,4120.3375,4117.7214,4111.0932,4104.1357,4111.2211,4108.93,4106.3813,4113.3165,4115.0181,4118.3312,4114.401,4111.6817,4119.2899,relax,
4109.6706,4107.4831,4102.7361,4106.1727,4103.6579,4102.9352,4100.0519,4103.7753,4100.4351,4103.438,4110.0073,4110.0571,4111.8257,4108.7347,relax,
4093.8698,4105.767,4107.5598,4095.618,4101.0344,4100.7431,4093.3469,4096.1586,4086.4096,4103.7825,4097.9528,4102.9928,4107.006,4104.0543,relax,
4094.1861,4096.7669,4090.127,4092.1814,4095.0824,4095.6442,4094.0299,4093.6376,4100.4863,4096.3907,4097.7441,4096.6871,4092.5126,4092.2845,relax,
4085.405,4083.797,4091.7684,4082.4612,4089.0218,4086.2371,4085.1568,4090.3865,4091.9109,4090.5137,4082.9139,4081.0796,4086.0265,4081.6974,relax,
4078.8907,4081.4271,4078.1557,4078.4943,4071.13,4082.7394,4082.6116,4084.1516,4083.897,4075.2619,4077.798,4079.3729,4077.8983,4076.9535,relax,
4063.0285,4076.8205,4072.6189,4074.581,4075.2399,4072.4866,4078.4562,4086.1436,4085.0894,4074.6766,4079.3609,4076.4018,4075.5707,4062.2756,relax,
4067.6691,4069.3278,4076.6637,4081.1145,4078.8655,4088.147,4082.4751,4083.8005,4082.9894,4081.1611,4078.3425,4072.2767,4072.236,4068.767,relax,
4077.5947,4085.6638,4085.4085,4075.7135,4084.8287,4091.7332,4086.6518,4091.2889,4091.5974,4084.9397,4077.9668,4087.6026,4080.5598,4075.3861,relax,
4100.8348,4093.4771,4093.2281,4091.5704,4094.2851,4096.3346,4092.3453,4096.2374,4090.3811,4095.3976,4095.9684,4099.1609,4095.5602,4099.274,relax,
4107.449,4108.8205,4116.9497,4103.0565,4102.1489,4103.4495,4101.1572,4110.7631,4100.8479,4105.0814,4107.5557,4113.8952,4105.4169,4105.1477,relax,
4121.9441,4115.9505,4118.7285,4112.0825,4110.0622,4107.0539,4105.2164,4107.6758,4112.1205,4106.4781,4118.3742,4124.0054,4121.4054,4116.2451,relax,
4123.5513,4125.3326,4120.7932,4114.2628,4109.5753,4107.6174,4109.4441,4113.9198,4110.6931,4117.5311,4114.3007,4119.0383,4116.138,4119.7258,relax,
4123.6099,4112.4618,4115.1317,4112.3235,4112.5778,4116.9182,4110.5916,4104.701,4113.5532,4108.7809,4111.479,4119.9135,4114.3981,4117.6741,relax,
4098.0145,4111.6846,4103.4485,4103.1816,4102.2673,4104.6253,4103.9236,4105.7731,4103.7333,4102.5262,4107.594,4104.5658,4103.7032,4107.2332,relax,
4101.3689,4090.113,4098.1181,4096.2564,4102.2154,4094.8013,4101.4135,4098.0146,4095.7773,4095.9333,4096.1354,4100.4029,4095.2,4095.9221,relax,
4090.2938,4096.4924,4092.479,4089.9297,4089.3947,4091.7399,4094.6722,4100.4211,4094.1214,4090.2879,4084.4565,4084.6042,4096.968,4094.3875,relax,
4085.2155,4083.3199,4081.3992,4085.0126,4088.6808,4085.3092,4086.4278,4089.3635,4088.9476,4089.5891,4087.1651,4085.0323,4081.8515,4086.9868,relax,
4070.9558,4074.4615,4076.3266,4080.3192,4087.5177,4086.0075,4078.5084,4086.9601,4078.7621,4085.6911,4074.8842,4079.3218,4075.6559,4082.3494,relax,
4062.9929,4073.536,4068.6346,4074.7078,4073.8576,4080.4608,4085.3793,4077.8581,4076.0739,4083.8552,4070.244,4068.4487,4068.0948,4074.9436,relax,
4073.9213,4079.1061,4072.3337,4079.2964,4080.5452,4085.0023,4080.4006,4081.3801,4091.4488,4082.7,4077.8278,4081.019,4068.9002,4075.1183,relax,
4080.9618,4087.6139,4081.3509,4089.3863,4086.7647,4080.0221,4092.2428,4091.2817,4089.1822,4091.968,4090.7888,4084.6756,4089.0882,4090.6183,relax,
4095.8675,4094.5266,4101.7817,4091.3554,4101.8132,4097.4119,4097.7714,4095.9216,4099.4299,4097.1481,4098.1137,4097.7204,4106.9489,4103.6123,relax,
4110.1654,4112.2391,4114.0021,4107.3734,4109.5989,4104.9585,4103.1934,4109.5151,4106.6129,4108.855,4115.4054,4113.8425,4113.3906,4103.6621,relax,
4123.4884,4117.252,4110.0367,4113.3008,4114.4258,4109.2986,4110.0222,4106.6204,4110.7511,4110.6534,4122.0582,4123.5443,4119.0378,4123.0225,relax,
4114.4203,4119.578,4118.6142,4113.7297,4114.7346,4109.758,4116.8547,4109.4321,4111.4922,4107.2253,4120.7002,4119.6153,4120.0179,4121.7531,relax,
4117.1523,4113.355,4118.7781,4117.0218,4110.7544,4102.849,4105.294,4108.7974,4108.2326,4109.8356,4111.2082,4119.1341,4112.7007,4113.4401,relax,
4106.3275,4105.2681,4098.6437,4106.0876,4100.9081,4098.6533,4097.4894,4100.3727,4092.1474,4101.0676,4107.8438,4104.2864,4100.155,4102.5056,relax,
4097.6913,4090.8365,4093.532,4096.7736,4092.3932,4096.9381,4097.8138,4094.3304,4093.931,4094.8536,4095.7425,4102.7784,4094.2017,4099.7502,relax,
4086.6477,4092.3938,4089.8657,4091.15,4086.33,4094.0991,4097.2253,4098.7978,4093.5265,4085.1356,4088.4581,4086.9055,4089.9396,4089.8111,relax,
4080.9702,4086.4868,4077.137,4083.8542,4077.9068,4088.4066,4083.8258,4088.8113,4095.8283,4089.0668,4090.7052,4076.1484,4081.8583,4081.6208,relax,
4069.0558,4076.546,4072.3311,4074.0298,4078.1723,4079.982,4079.4552,4083.6369,4089.5249,4077.9777,4073.8341,4075.2422,4078.8271,4081.3865,relax,
4076.265,4083.8643,4075.9077,4080.1979,4079.2457,4081.2834,4083.425,4087.2367,4084.4148,4079.9699,4076.5277,4067.836,4070.751,4067.7241,relax,
4079.1532,4078.6613,4079.3572,4081.8635,4075.5133,4083.6757,4091.6325,4086.4237,4082.4523,4077.1619,4088.4344,4080.5952,4080.7003,4072.9785,relax,
4084.366,4084.1353,4086.8654,4085.421,4095.5877,4097.317,4094.424,4093.3186,4089.4738,4090.7428,4085.2931,4096.775,4089.5545,4091.5387,relax,
4095.8133,4105.257,4104.7241,4105.153,4099.7519,4108.6872,4100.7632,4099.2877,4101.7727,4097.6041,4099.5794,4101.9681,4090.5012,4104.5431,relax,
4119.6923,4111.0705,4117.8641,4113.7674,4112.9741,4104.4495,4113.8944,4105.1557,4110.6943,4107.6544,4103.8019,4110.9565,4114.6037,4112.2432,relax,
4119.2566,4114.4485,4115.9348,4109.9932,4107.358,4108.2092,4111.7899,4102.8745,4111.6663,4119.8234,4113.6816,4120.9758,4121.8031,4120.5024,relax,
4132.2915,4115.1514,4123.2944,4117.014,4112.4397,4107.5625,4110.8413,4104.0081,4112.062,4109.1238,4119.6196,4117.001,4118.2911,4121.6441,relax,
4109.6562,4110.2478,4111.7406,4105.692,4106.2825,4107.8292,4107.4032,4108.9138,4107.7278,4106.4419,4106.5753,4119.6602,4104.4876,4116.2144,relax,
4107.2348,4107.3571,4113.2218,4104.7336,4103.7069,4103.1838,4103.8818,4097.3016,4106.348,4100.1654,4096.4868,4108.336,4102.3791,4110.0168,relax,
4097.2004,4098.0267,4094.1873,4099.4422,4097.4362,4096.8237,4096.1495,4095.4995,4091.4893,4094.8307,4104.8629,4101.8071,4098.0634,4090.6008,relax,
4087.5913,4088.3599,4088.9676,4090.9898,4094.2569,4090.4089,4088.5472,4084.607,4087.548,4094.5252,4097.2498,4090.1511,4087.8291,4088.3206,relax,
4068.3394,4074.8282,4074.4745,4077.2544,4085.7804,4087.889,4077.1702,4095.0287,4089.7938,4088.2699,4078.4843,4076.8209,4082.3655,4075.828,relax,
4076.8643,4076.9166,4073.4237,4082.415,4079.9889,4079.8011,4078.6473,4079.651,4089.1745,4082.1089,4073.5444,4068.4785,4076.1438,4068.3483,relax,
4066.9212,4073.1553,4071.1973,4071.507,4080.5469,4077.8077,4086.0359,4082.2782,4079.1766,4082.1519,4076.7817,4074.1798,4078.0159,4072.8004,relax,
4077.8727,4080.0937,4075.8665,4081.0874,4089.6397,4087.3324,4083.833,4080.9747,4083.4401,4079.302,4084.497,4082.0308,4083.5502,4074.6725,relax,
4081.6632,4085.5159,4091.3253,4095.3352,4094.2415,4092.7051,4093.2491,4094.0976,4099.8947,4093.4947,4090.9149,4092.7629,4084.5836,4089.7755,relax,
4100.3137,4107.9944,4103.6405,4105.3844,4097.1299,4110.8436,4097.7848,4102.4875,4106.0645,4099.3588,4103.3209,4104.1285,4106.2778,4095.6195,relax,
4113.4385,4117.1885,4117.9727,4112.9767,4111.9271,4106.8859,4099.1703,4101.0447,4114.1927,4106.1993,4107.1697,4119.1017,4110.5844,4112.7894,relax,
4123.2061,4115.2117,4124.519,4116.8845,4114.768,4107.3922,4110.3948,4113.0131,4108.0573,4107.1577,4111.8866,4119.7723,4128.666,4113.8733,relax,
4114.8971,4112.7396,4108.2591,4118.3573,4112.1433,4105.662,4107.0328,4103.0638,4103.3329,4109.1533,4117.9251,4118.2308,4111.6221,4122.1738,relax,
4112.8265,4105.3879,4117.0327,4102.1451,4110.7154,4102.5724,4104.5523,4107.5924,4101.7127,4103.6526,4106.7119,4115.9202,4112.5728,4112.3429,relax,
4105.4422,4100.354,4101.8879,4106.4299,4109.9655,4102.6334,4095.7757,4100.8573,4091.0137,4104.724,4102.5663,4099.3354,4104.0668,4098.2913,relax,
4090.1909,4096.8459,4101.2225,4092.5364,4092.7201,4092.333,4094.0582,4094.3424,4097.7335,4094.7062,4092.8825,4091.6233,4096.6721,4096.2286,relax,
4090.6946,4086.4808,4084.0299,4092.0808,4091.1979,4095.5313,4095.6421,4093.3492,4090.5175,4089.0588,4092.2195,4091.2569,4086.525,4091.4227,relax,
4075.1142,4075.6861,4080.8288,4079.3503,4084.8183,4086.196,4089.2871,4084.7248,4079.7737,4082.5589,4091.2167,4083.3481,4084.8183,4071.4694,relax,
4073.9596,4074.0619,4074.2745,4069.0001,4089.737,4077.4504,4086.3168,4085.8644,4085.9273,4084.7116,4076.8259,4068.601,4078.2761,4075.1229,relax,
4070.5389,4075.4955,4073.7532,4072.2444,4077.9192,4082.5786,4088.963,4080.7332,4085.6179,4076.938,4082.564,4071.5445,4076.2315,4070.7162,relax,
4075.9877,4084.7979,4079.0597,4079.676,4091.6145,4085.2121,4084.8064,4089.9083,4080.4248,4089.2043,4085.9315,4082.9388,4081.7752,4076.0882,relax,
4094.9109,4098.4998,4094.0477,4086.8877,4105.471,4099.2345,4095.1971,4100.1348,4098.0797,4091.5323,4093.9713,4089.1473,4091.5336,4090.7374,relax,
4112.4601,4107.8975,4110.989,4105.8626,4113.1162,4102.6092,4099.8901,4099.0197,4108.8562,4094.8065,4106.8675,4105.954,4109.7185,4103.7356,relax,
4117.1588,4115.4935,4120.2351,4117.9215,4117.1557,4109.6457,4104.9391,4112.6782,4117.2405,4112.2615,4112.9874,4120.32,4117.7033,4116.0061,relax,
4122.8029,4117.7971,4116.6775,4126.5719,4114.6277,4113.9167,4107.82,4111.0791,4109.3652,4116.0925,4121.1577,4122.0962,4121.8996,4123.5163,relax,
